university stn,university hyp,text stn,text hyp,sentence,hypothesis,prediction,contradiction
Rutgers University,Missouri State University,The system passively monitors the network throughput when traffic is light,The ResNet cap is currently 200 gigabytes per each 7 day period of combined incoming and outgoing traffic,define intent uniIntent: for endpoint('gateway') add middlebox('traffic monitor'),"define intent uniIntent: for endpoint('dorms') set quota('200','gb/wk') ",0,0
University of Illinois - Chicago,Carnegie Mellon University,"There is a 6 GB per 24-hour period upload or download data transfer limit, starting at midnight of each day, on all your combined traffic on ResNet and UIC wireless","No individual service or system running on the wired/wireless network should use more than 10 gigabytes of bandwidth per day, regardless of whether it is in inbound or outbound over the commodity network link","define intent uniIntent: for endpoint('dorms'), endpoint('dorms') set quota('6', 'gb/d') start hour('00:00') end hour('23:59')","define intent uniIntent: for endpoint('gateway') set quota('5000', 'mb/h')",0,1
University of Illinois - Chicago,Carnegie Mellon University,"There is a 6 GB per 24-hour period upload or download data transfer limit, starting at midnight of each day, on all your combined traffic on ResNet and UIC wireless",The system will trigger an overuse notification if the average for either inbound or outbound usage exceeds 10 GB per week,"define intent uniIntent: for endpoint('dorms'), endpoint('dorms') set quota('6', 'gb/d') start hour('00:00') end hour('23:59')","define intent uniIntent: for group('hosts') add middlebox('overuse notification') set quota('10', 'gb/wk')",0,1
University of Illinois - Chicago,Columbia University,"There is a 6 GB per 24-hour period upload or download data transfer limit, starting at midnight of each day, on all your combined traffic on ResNet and UIC wireless",Quotas for students are 5000 Megabyte per hr download and 2000 Megabyte per hour upload,"define intent uniIntent: for endpoint('dorms'), endpoint('dorms') set quota('6', 'gb/d') start hour('00:00') end hour('23:59')","define intent uniIntent: for group('students') set quota('download', '5000', 'mb/h'), quota('upload', '2000', 'mb/h')",0,1
University of Illinois - Chicago,Rose-Hulman Institute of Technology,"There is a 6 GB per 24-hour period upload or download data transfer limit, starting at midnight of each day, on all your combined traffic on ResNet and UIC wireless","When a total of 18 gigabytes of data is reached, the individual's bandwidth rate limit is set to 2 Mbps","define intent uniIntent: for endpoint('dorms'), endpoint('dorms') set quota('6', 'gb/d') start hour('00:00') end hour('23:59')","define intent uniIntent: for endpoint('hosts') set quota('download', '18', 'gb'), bandwidth('max', '2', 'mbps')",0,1
University of Illinois - Chicago,Rose-Hulman Institute of Technology,"There is a 6 GB per 24-hour period upload or download data transfer limit, starting at midnight of each day, on all your combined traffic on ResNet and UIC wireless",The individual will have a 4 Mbps bandwidth rate limit,"define intent uniIntent: for endpoint('dorms'), endpoint('dorms') set quota('6', 'gb/d') start hour('00:00') end hour('23:59')","define intent uniIntent: for endpoint('hosts') set bandwidth('max', '4', 'mbps')",0,0
University of Illinois - Chicago,University of Illinois - Chicago,"There is a 6 GB per 24-hour period upload or download data transfer limit, starting at midnight of each day, on all your combined traffic on ResNet and UIC wireless","You may not run FTP, telnet, peer-to-peer, HTTP, IRC, DNS and mail server on your ResNet or UIC wireless","define intent uniIntent: for endpoint('dorms'), endpoint('dorms') set quota('6', 'gb/d') start hour('00:00') end hour('23:59')","define intent uniIntent: for endpoint('dorms'), endpoint('dorms') block protocol('ftp'), protocol('telnet'), traffic('peer2peer'), protocol('http'), service('irc'), traffic('dns'), service(email)",0,0
University of Illinois - Chicago,University of Illinois - Urbana Champaign,"There is a 6 GB per 24-hour period upload or download data transfer limit, starting at midnight of each day, on all your combined traffic on ResNet and UIC wireless",FTP and SFTP traffic is allowed for all students,"define intent uniIntent: for endpoint('dorms'), endpoint('dorms') set quota('6', 'gb/d') start hour('00:00') end hour('23:59')","define intent uniIntent: for group('students') allow protocol('ftp'), protocol('sftp')",0,0
University of Illinois - Chicago,Cornell University,"There is a 6 GB per 24-hour period upload or download data transfer limit, starting at midnight of each day, on all your combined traffic on ResNet and UIC wireless",Students have 200 GB of Free monthly usage,"define intent uniIntent: for endpoint('dorms'), endpoint('dorms') set quota('6', 'gb/d') start hour('00:00') end hour('23:59')","define intent uniIntent: for group('students') set quota('200', 'gb/mth')",0,1
University of Illinois - Chicago,University of Texas - Austin,"There is a 6 GB per 24-hour period upload or download data transfer limit, starting at midnight of each day, on all your combined traffic on ResNet and UIC wireless",Faculty members have 500 Gb per week of free network use,"define intent uniIntent: for endpoint('dorms'), endpoint('dorms') set quota('6', 'gb/d') start hour('00:00') end hour('23:59')","define intent uniIntent: for group('staff') set quota('500', 'gb/wk')",0,0
University of Illinois - Chicago,North Dakota State University,"There is a 6 GB per 24-hour period upload or download data transfer limit, starting at midnight of each day, on all your combined traffic on ResNet and UIC wireless",Students have a quota of 5 GB per day. The quota is reset at 6am,"define intent uniIntent: for endpoint('dorms'), endpoint('dorms') set quota('6', 'gb/d') start hour('00:00') end hour('23:59')","define intent uniIntent: for group('students') set quota('5','gb/d') start hour(06:00)",0,0
University of Illinois - Chicago,Rutgers University,"There is a 6 GB per 24-hour period upload or download data transfer limit, starting at midnight of each day, on all your combined traffic on ResNet and UIC wireless",Internet is limited to 3 Mbps per host,"define intent uniIntent: for endpoint('dorms'), endpoint('dorms') set quota('6', 'gb/d') start hour('00:00') end hour('23:59')","define intent uniIntent: for endpoint('hosts') set bandwidth('max', '3', 'mbps')",0,0
University of Illinois - Chicago,Rose-Hulman Institute of Technology,"There is a 6 GB per 24-hour period upload or download data transfer limit, starting at midnight of each day, on all your combined traffic on ResNet and UIC wireless",P2P application is separately capped at 30 Mbps for the entire campus,"define intent uniIntent: for endpoint('dorms'), endpoint('dorms') set quota('6', 'gb/d') start hour('00:00') end hour('23:59')","define intent uniIntent: for traffic('peer2peer'), endpoint('gateway') set bandwidth('max', '30', 'mbps')",0,0
University of Illinois - Chicago,Rose-Hulman Institute of Technology,"There is a 6 GB per 24-hour period upload or download data transfer limit, starting at midnight of each day, on all your combined traffic on ResNet and UIC wireless",Guests' network is rate-limited to 5 Mb/s per user,"define intent uniIntent: for endpoint('dorms'), endpoint('dorms') set quota('6', 'gb/d') start hour('00:00') end hour('23:59')","define intent uniIntent: for group('hosts') set bandwidth('max', '5', 'mbps')",0,0
University of Illinois - Chicago,Missouri State University,"There is a 6 GB per 24-hour period upload or download data transfer limit, starting at midnight of each day, on all your combined traffic on ResNet and UIC wireless",The ResNet cap is currently 200 gigabytes per each 7 day period of combined incoming and outgoing traffic,"define intent uniIntent: for endpoint('dorms'), endpoint('dorms') set quota('6', 'gb/d') start hour('00:00') end hour('23:59')","define intent uniIntent: for endpoint('dorms') set quota('200','gb/wk') ",1,1
Carnegie Mellon University,Carnegie Mellon University,"No individual service or system running on the wired/wireless network should use more than 10 gigabytes of bandwidth per day, regardless of whether it is in inbound or outbound over the commodity network link",The system will trigger an overuse notification if the average for either inbound or outbound usage exceeds 10 GB per week,"define intent uniIntent: for endpoint('gateway') set quota('5000', 'mb/h')","define intent uniIntent: for group('hosts') add middlebox('overuse notification') set quota('10', 'gb/wk')",0,0
Carnegie Mellon University,Columbia University,"No individual service or system running on the wired/wireless network should use more than 10 gigabytes of bandwidth per day, regardless of whether it is in inbound or outbound over the commodity network link",Quotas for students are 5000 Megabyte per hr download and 2000 Megabyte per hour upload,"define intent uniIntent: for endpoint('gateway') set quota('5000', 'mb/h')","define intent uniIntent: for group('students') set quota('download', '5000', 'mb/h'), quota('upload', '2000', 'mb/h')",0,1
Carnegie Mellon University,Rose-Hulman Institute of Technology,"No individual service or system running on the wired/wireless network should use more than 10 gigabytes of bandwidth per day, regardless of whether it is in inbound or outbound over the commodity network link","When a total of 18 gigabytes of data is reached, the individual's bandwidth rate limit is set to 2 Mbps","define intent uniIntent: for endpoint('gateway') set quota('5000', 'mb/h')","define intent uniIntent: for endpoint('hosts') set quota('download', '18', 'gb'), bandwidth('max', '2', 'mbps')",0,1
Carnegie Mellon University,Rose-Hulman Institute of Technology,"No individual service or system running on the wired/wireless network should use more than 10 gigabytes of bandwidth per day, regardless of whether it is in inbound or outbound over the commodity network link",The individual will have a 4 Mbps bandwidth rate limit,"define intent uniIntent: for endpoint('gateway') set quota('5000', 'mb/h')","define intent uniIntent: for endpoint('hosts') set bandwidth('max', '4', 'mbps')",0,0
Carnegie Mellon University,University of Illinois - Chicago,"No individual service or system running on the wired/wireless network should use more than 10 gigabytes of bandwidth per day, regardless of whether it is in inbound or outbound over the commodity network link","You may not run FTP, telnet, peer-to-peer, HTTP, IRC, DNS and mail server on your ResNet or UIC wireless","define intent uniIntent: for endpoint('gateway') set quota('5000', 'mb/h')","define intent uniIntent: for endpoint('dorms'), endpoint('dorms') block protocol('ftp'), protocol('telnet'), traffic('peer2peer'), protocol('http'), service('irc'), traffic('dns'), service(email)",0,0
Carnegie Mellon University,University of Illinois - Urbana Champaign,"No individual service or system running on the wired/wireless network should use more than 10 gigabytes of bandwidth per day, regardless of whether it is in inbound or outbound over the commodity network link",FTP and SFTP traffic is allowed for all students,"define intent uniIntent: for endpoint('gateway') set quota('5000', 'mb/h')","define intent uniIntent: for group('students') allow protocol('ftp'), protocol('sftp')",0,0
Carnegie Mellon University,Cornell University,"No individual service or system running on the wired/wireless network should use more than 10 gigabytes of bandwidth per day, regardless of whether it is in inbound or outbound over the commodity network link",Students have 200 GB of Free monthly usage,"define intent uniIntent: for endpoint('gateway') set quota('5000', 'mb/h')","define intent uniIntent: for group('students') set quota('200', 'gb/mth')",0,1
Carnegie Mellon University,University of Texas - Austin,"No individual service or system running on the wired/wireless network should use more than 10 gigabytes of bandwidth per day, regardless of whether it is in inbound or outbound over the commodity network link",Faculty members have 500 Gb per week of free network use,"define intent uniIntent: for endpoint('gateway') set quota('5000', 'mb/h')","define intent uniIntent: for group('staff') set quota('500', 'gb/wk')",0,1
Carnegie Mellon University,North Dakota State University,"No individual service or system running on the wired/wireless network should use more than 10 gigabytes of bandwidth per day, regardless of whether it is in inbound or outbound over the commodity network link",Students have a quota of 5 GB per day. The quota is reset at 6am,"define intent uniIntent: for endpoint('gateway') set quota('5000', 'mb/h')","define intent uniIntent: for group('students') set quota('5','gb/d') start hour(06:00)",0,1
Carnegie Mellon University,Rutgers University,"No individual service or system running on the wired/wireless network should use more than 10 gigabytes of bandwidth per day, regardless of whether it is in inbound or outbound over the commodity network link",Internet is limited to 3 Mbps per host,"define intent uniIntent: for endpoint('gateway') set quota('5000', 'mb/h')","define intent uniIntent: for endpoint('hosts') set bandwidth('max', '3', 'mbps')",0,0
Carnegie Mellon University,Rose-Hulman Institute of Technology,"No individual service or system running on the wired/wireless network should use more than 10 gigabytes of bandwidth per day, regardless of whether it is in inbound or outbound over the commodity network link",P2P application is separately capped at 30 Mbps for the entire campus,"define intent uniIntent: for endpoint('gateway') set quota('5000', 'mb/h')","define intent uniIntent: for traffic('peer2peer'), endpoint('gateway') set bandwidth('max', '30', 'mbps')",0,0
Carnegie Mellon University,Rose-Hulman Institute of Technology,"No individual service or system running on the wired/wireless network should use more than 10 gigabytes of bandwidth per day, regardless of whether it is in inbound or outbound over the commodity network link",Guests' network is rate-limited to 5 Mb/s per user,"define intent uniIntent: for endpoint('gateway') set quota('5000', 'mb/h')","define intent uniIntent: for group('hosts') set bandwidth('max', '5', 'mbps')",0,0
Carnegie Mellon University,Missouri State University,"No individual service or system running on the wired/wireless network should use more than 10 gigabytes of bandwidth per day, regardless of whether it is in inbound or outbound over the commodity network link",The ResNet cap is currently 200 gigabytes per each 7 day period of combined incoming and outgoing traffic,"define intent uniIntent: for endpoint('gateway') set quota('5000', 'mb/h')","define intent uniIntent: for endpoint('dorms') set quota('200','gb/wk') ",0,1
Carnegie Mellon University,Columbia University,The system will trigger an overuse notification if the average for either inbound or outbound usage exceeds 10 GB per week,Quotas for students are 5000 Megabyte per hr download and 2000 Megabyte per hour upload,"define intent uniIntent: for group('hosts') add middlebox('overuse notification') set quota('10', 'gb/wk')","define intent uniIntent: for group('students') set quota('download', '5000', 'mb/h'), quota('upload', '2000', 'mb/h')",1,1
Carnegie Mellon University,Rose-Hulman Institute of Technology,The system will trigger an overuse notification if the average for either inbound or outbound usage exceeds 10 GB per week,"When a total of 18 gigabytes of data is reached, the individual's bandwidth rate limit is set to 2 Mbps","define intent uniIntent: for group('hosts') add middlebox('overuse notification') set quota('10', 'gb/wk')","define intent uniIntent: for endpoint('hosts') set quota('download', '18', 'gb'), bandwidth('max', '2', 'mbps')",0,1
Carnegie Mellon University,Rose-Hulman Institute of Technology,The system will trigger an overuse notification if the average for either inbound or outbound usage exceeds 10 GB per week,The individual will have a 4 Mbps bandwidth rate limit,"define intent uniIntent: for group('hosts') add middlebox('overuse notification') set quota('10', 'gb/wk')","define intent uniIntent: for endpoint('hosts') set bandwidth('max', '4', 'mbps')",0,0
Carnegie Mellon University,University of Illinois - Chicago,The system will trigger an overuse notification if the average for either inbound or outbound usage exceeds 10 GB per week,"You may not run FTP, telnet, peer-to-peer, HTTP, IRC, DNS and mail server on your ResNet or UIC wireless","define intent uniIntent: for group('hosts') add middlebox('overuse notification') set quota('10', 'gb/wk')","define intent uniIntent: for endpoint('dorms'), endpoint('dorms') block protocol('ftp'), protocol('telnet'), traffic('peer2peer'), protocol('http'), service('irc'), traffic('dns'), service(email)",0,0
Carnegie Mellon University,University of Illinois - Urbana Champaign,The system will trigger an overuse notification if the average for either inbound or outbound usage exceeds 10 GB per week,FTP and SFTP traffic is allowed for all students,"define intent uniIntent: for group('hosts') add middlebox('overuse notification') set quota('10', 'gb/wk')","define intent uniIntent: for group('students') allow protocol('ftp'), protocol('sftp')",0,0
Carnegie Mellon University,Cornell University,The system will trigger an overuse notification if the average for either inbound or outbound usage exceeds 10 GB per week,Students have 200 GB of Free monthly usage,"define intent uniIntent: for group('hosts') add middlebox('overuse notification') set quota('10', 'gb/wk')","define intent uniIntent: for group('students') set quota('200', 'gb/mth')",1,1
Carnegie Mellon University,University of Texas - Austin,The system will trigger an overuse notification if the average for either inbound or outbound usage exceeds 10 GB per week,Faculty members have 500 Gb per week of free network use,"define intent uniIntent: for group('hosts') add middlebox('overuse notification') set quota('10', 'gb/wk')","define intent uniIntent: for group('staff') set quota('500', 'gb/wk')",0,0
Carnegie Mellon University,North Dakota State University,The system will trigger an overuse notification if the average for either inbound or outbound usage exceeds 10 GB per week,Students have a quota of 5 GB per day. The quota is reset at 6am,"define intent uniIntent: for group('hosts') add middlebox('overuse notification') set quota('10', 'gb/wk')","define intent uniIntent: for group('students') set quota('5','gb/d') start hour(06:00)",1,1
Carnegie Mellon University,Rutgers University,The system will trigger an overuse notification if the average for either inbound or outbound usage exceeds 10 GB per week,Internet is limited to 3 Mbps per host,"define intent uniIntent: for group('hosts') add middlebox('overuse notification') set quota('10', 'gb/wk')","define intent uniIntent: for endpoint('hosts') set bandwidth('max', '3', 'mbps')",0,0
Carnegie Mellon University,Rose-Hulman Institute of Technology,The system will trigger an overuse notification if the average for either inbound or outbound usage exceeds 10 GB per week,P2P application is separately capped at 30 Mbps for the entire campus,"define intent uniIntent: for group('hosts') add middlebox('overuse notification') set quota('10', 'gb/wk')","define intent uniIntent: for traffic('peer2peer'), endpoint('gateway') set bandwidth('max', '30', 'mbps')",0,0
Carnegie Mellon University,Rose-Hulman Institute of Technology,The system will trigger an overuse notification if the average for either inbound or outbound usage exceeds 10 GB per week,Guests' network is rate-limited to 5 Mb/s per user,"define intent uniIntent: for group('hosts') add middlebox('overuse notification') set quota('10', 'gb/wk')","define intent uniIntent: for group('hosts') set bandwidth('max', '5', 'mbps')",0,0
Carnegie Mellon University,Missouri State University,The system will trigger an overuse notification if the average for either inbound or outbound usage exceeds 10 GB per week,The ResNet cap is currently 200 gigabytes per each 7 day period of combined incoming and outgoing traffic,"define intent uniIntent: for group('hosts') add middlebox('overuse notification') set quota('10', 'gb/wk')","define intent uniIntent: for endpoint('dorms') set quota('200','gb/wk') ",0,1
Columbia University,Rose-Hulman Institute of Technology,Quotas for students are 5000 Megabyte per hr download and 2000 Megabyte per hour upload,"When a total of 18 gigabytes of data is reached, the individual's bandwidth rate limit is set to 2 Mbps","define intent uniIntent: for group('students') set quota('download', '5000', 'mb/h'), quota('upload', '2000', 'mb/h')","define intent uniIntent: for endpoint('hosts') set quota('download', '18', 'gb'), bandwidth('max', '2', 'mbps')",0,1
Columbia University,Rose-Hulman Institute of Technology,Quotas for students are 5000 Megabyte per hr download and 2000 Megabyte per hour upload,The individual will have a 4 Mbps bandwidth rate limit,"define intent uniIntent: for group('students') set quota('download', '5000', 'mb/h'), quota('upload', '2000', 'mb/h')","define intent uniIntent: for endpoint('hosts') set bandwidth('max', '4', 'mbps')",0,0
Columbia University,University of Illinois - Chicago,Quotas for students are 5000 Megabyte per hr download and 2000 Megabyte per hour upload,"You may not run FTP, telnet, peer-to-peer, HTTP, IRC, DNS and mail server on your ResNet or UIC wireless","define intent uniIntent: for group('students') set quota('download', '5000', 'mb/h'), quota('upload', '2000', 'mb/h')","define intent uniIntent: for endpoint('dorms'), endpoint('dorms') block protocol('ftp'), protocol('telnet'), traffic('peer2peer'), protocol('http'), service('irc'), traffic('dns'), service(email)",0,0
Columbia University,University of Illinois - Urbana Champaign,Quotas for students are 5000 Megabyte per hr download and 2000 Megabyte per hour upload,FTP and SFTP traffic is allowed for all students,"define intent uniIntent: for group('students') set quota('download', '5000', 'mb/h'), quota('upload', '2000', 'mb/h')","define intent uniIntent: for group('students') allow protocol('ftp'), protocol('sftp')",0,0
Columbia University,Cornell University,Quotas for students are 5000 Megabyte per hr download and 2000 Megabyte per hour upload,Students have 200 GB of Free monthly usage,"define intent uniIntent: for group('students') set quota('download', '5000', 'mb/h'), quota('upload', '2000', 'mb/h')","define intent uniIntent: for group('students') set quota('200', 'gb/mth')",1,1
Columbia University,University of Texas - Austin,Quotas for students are 5000 Megabyte per hr download and 2000 Megabyte per hour upload,Faculty members have 500 Gb per week of free network use,"define intent uniIntent: for group('students') set quota('download', '5000', 'mb/h'), quota('upload', '2000', 'mb/h')","define intent uniIntent: for group('staff') set quota('500', 'gb/wk')",0,0
Columbia University,North Dakota State University,Quotas for students are 5000 Megabyte per hr download and 2000 Megabyte per hour upload,Students have a quota of 5 GB per day. The quota is reset at 6am,"define intent uniIntent: for group('students') set quota('download', '5000', 'mb/h'), quota('upload', '2000', 'mb/h')","define intent uniIntent: for group('students') set quota('5','gb/d') start hour(06:00)",1,1
Columbia University,Rutgers University,Quotas for students are 5000 Megabyte per hr download and 2000 Megabyte per hour upload,Internet is limited to 3 Mbps per host,"define intent uniIntent: for group('students') set quota('download', '5000', 'mb/h'), quota('upload', '2000', 'mb/h')","define intent uniIntent: for endpoint('hosts') set bandwidth('max', '3', 'mbps')",0,0
Columbia University,Rose-Hulman Institute of Technology,Quotas for students are 5000 Megabyte per hr download and 2000 Megabyte per hour upload,P2P application is separately capped at 30 Mbps for the entire campus,"define intent uniIntent: for group('students') set quota('download', '5000', 'mb/h'), quota('upload', '2000', 'mb/h')","define intent uniIntent: for traffic('peer2peer'), endpoint('gateway') set bandwidth('max', '30', 'mbps')",0,0
Columbia University,Rose-Hulman Institute of Technology,Quotas for students are 5000 Megabyte per hr download and 2000 Megabyte per hour upload,Guests' network is rate-limited to 5 Mb/s per user,"define intent uniIntent: for group('students') set quota('download', '5000', 'mb/h'), quota('upload', '2000', 'mb/h')","define intent uniIntent: for group('hosts') set bandwidth('max', '5', 'mbps')",0,0
Columbia University,Missouri State University,Quotas for students are 5000 Megabyte per hr download and 2000 Megabyte per hour upload,The ResNet cap is currently 200 gigabytes per each 7 day period of combined incoming and outgoing traffic,"define intent uniIntent: for group('students') set quota('download', '5000', 'mb/h'), quota('upload', '2000', 'mb/h')","define intent uniIntent: for endpoint('dorms') set quota('200','gb/wk') ",0,1
Rose-Hulman Institute of Technology,Rose-Hulman Institute of Technology,"When a total of 18 gigabytes of data is reached, the individual's bandwidth rate limit is set to 2 Mbps",The individual will have a 4 Mbps bandwidth rate limit,"define intent uniIntent: for endpoint('hosts') set quota('download', '18', 'gb'), bandwidth('max', '2', 'mbps')","define intent uniIntent: for endpoint('hosts') set bandwidth('max', '4', 'mbps')",0,0
Rose-Hulman Institute of Technology,University of Illinois - Chicago,"When a total of 18 gigabytes of data is reached, the individual's bandwidth rate limit is set to 2 Mbps","You may not run FTP, telnet, peer-to-peer, HTTP, IRC, DNS and mail server on your ResNet or UIC wireless","define intent uniIntent: for endpoint('hosts') set quota('download', '18', 'gb'), bandwidth('max', '2', 'mbps')","define intent uniIntent: for endpoint('dorms'), endpoint('dorms') block protocol('ftp'), protocol('telnet'), traffic('peer2peer'), protocol('http'), service('irc'), traffic('dns'), service(email)",0,0
Rose-Hulman Institute of Technology,University of Illinois - Urbana Champaign,"When a total of 18 gigabytes of data is reached, the individual's bandwidth rate limit is set to 2 Mbps",FTP and SFTP traffic is allowed for all students,"define intent uniIntent: for endpoint('hosts') set quota('download', '18', 'gb'), bandwidth('max', '2', 'mbps')","define intent uniIntent: for group('students') allow protocol('ftp'), protocol('sftp')",0,0
Rose-Hulman Institute of Technology,Cornell University,"When a total of 18 gigabytes of data is reached, the individual's bandwidth rate limit is set to 2 Mbps",Students have 200 GB of Free monthly usage,"define intent uniIntent: for endpoint('hosts') set quota('download', '18', 'gb'), bandwidth('max', '2', 'mbps')","define intent uniIntent: for group('students') set quota('200', 'gb/mth')",0,0
Rose-Hulman Institute of Technology,University of Texas - Austin,"When a total of 18 gigabytes of data is reached, the individual's bandwidth rate limit is set to 2 Mbps",Faculty members have 500 Gb per week of free network use,"define intent uniIntent: for endpoint('hosts') set quota('download', '18', 'gb'), bandwidth('max', '2', 'mbps')","define intent uniIntent: for group('staff') set quota('500', 'gb/wk')",0,0
Rose-Hulman Institute of Technology,North Dakota State University,"When a total of 18 gigabytes of data is reached, the individual's bandwidth rate limit is set to 2 Mbps",Students have a quota of 5 GB per day. The quota is reset at 6am,"define intent uniIntent: for endpoint('hosts') set quota('download', '18', 'gb'), bandwidth('max', '2', 'mbps')","define intent uniIntent: for group('students') set quota('5','gb/d') start hour(06:00)",0,1
Rose-Hulman Institute of Technology,Rutgers University,"When a total of 18 gigabytes of data is reached, the individual's bandwidth rate limit is set to 2 Mbps",Internet is limited to 3 Mbps per host,"define intent uniIntent: for endpoint('hosts') set quota('download', '18', 'gb'), bandwidth('max', '2', 'mbps')","define intent uniIntent: for endpoint('hosts') set bandwidth('max', '3', 'mbps')",0,0
Rose-Hulman Institute of Technology,Rose-Hulman Institute of Technology,"When a total of 18 gigabytes of data is reached, the individual's bandwidth rate limit is set to 2 Mbps",P2P application is separately capped at 30 Mbps for the entire campus,"define intent uniIntent: for endpoint('hosts') set quota('download', '18', 'gb'), bandwidth('max', '2', 'mbps')","define intent uniIntent: for traffic('peer2peer'), endpoint('gateway') set bandwidth('max', '30', 'mbps')",1,0
Rose-Hulman Institute of Technology,Rose-Hulman Institute of Technology,"When a total of 18 gigabytes of data is reached, the individual's bandwidth rate limit is set to 2 Mbps",Guests' network is rate-limited to 5 Mb/s per user,"define intent uniIntent: for endpoint('hosts') set quota('download', '18', 'gb'), bandwidth('max', '2', 'mbps')","define intent uniIntent: for group('hosts') set bandwidth('max', '5', 'mbps')",0,0
Rose-Hulman Institute of Technology,Missouri State University,"When a total of 18 gigabytes of data is reached, the individual's bandwidth rate limit is set to 2 Mbps",The ResNet cap is currently 200 gigabytes per each 7 day period of combined incoming and outgoing traffic,"define intent uniIntent: for endpoint('hosts') set quota('download', '18', 'gb'), bandwidth('max', '2', 'mbps')","define intent uniIntent: for endpoint('dorms') set quota('200','gb/wk') ",0,0
Rose-Hulman Institute of Technology,University of Illinois - Chicago,The individual will have a 4 Mbps bandwidth rate limit,"You may not run FTP, telnet, peer-to-peer, HTTP, IRC, DNS and mail server on your ResNet or UIC wireless","define intent uniIntent: for endpoint('hosts') set bandwidth('max', '4', 'mbps')","define intent uniIntent: for endpoint('dorms'), endpoint('dorms') block protocol('ftp'), protocol('telnet'), traffic('peer2peer'), protocol('http'), service('irc'), traffic('dns'), service(email)",0,0
Rose-Hulman Institute of Technology,University of Illinois - Urbana Champaign,The individual will have a 4 Mbps bandwidth rate limit,FTP and SFTP traffic is allowed for all students,"define intent uniIntent: for endpoint('hosts') set bandwidth('max', '4', 'mbps')","define intent uniIntent: for group('students') allow protocol('ftp'), protocol('sftp')",0,0
Rose-Hulman Institute of Technology,Cornell University,The individual will have a 4 Mbps bandwidth rate limit,Students have 200 GB of Free monthly usage,"define intent uniIntent: for endpoint('hosts') set bandwidth('max', '4', 'mbps')","define intent uniIntent: for group('students') set quota('200', 'gb/mth')",0,0
Rose-Hulman Institute of Technology,University of Texas - Austin,The individual will have a 4 Mbps bandwidth rate limit,Faculty members have 500 Gb per week of free network use,"define intent uniIntent: for endpoint('hosts') set bandwidth('max', '4', 'mbps')","define intent uniIntent: for group('staff') set quota('500', 'gb/wk')",0,0
Rose-Hulman Institute of Technology,North Dakota State University,The individual will have a 4 Mbps bandwidth rate limit,Students have a quota of 5 GB per day. The quota is reset at 6am,"define intent uniIntent: for endpoint('hosts') set bandwidth('max', '4', 'mbps')","define intent uniIntent: for group('students') set quota('5','gb/d') start hour(06:00)",0,0
Rose-Hulman Institute of Technology,Rutgers University,The individual will have a 4 Mbps bandwidth rate limit,Internet is limited to 3 Mbps per host,"define intent uniIntent: for endpoint('hosts') set bandwidth('max', '4', 'mbps')","define intent uniIntent: for endpoint('hosts') set bandwidth('max', '3', 'mbps')",0,1
Rose-Hulman Institute of Technology,Rose-Hulman Institute of Technology,The individual will have a 4 Mbps bandwidth rate limit,P2P application is separately capped at 30 Mbps for the entire campus,"define intent uniIntent: for endpoint('hosts') set bandwidth('max', '4', 'mbps')","define intent uniIntent: for traffic('peer2peer'), endpoint('gateway') set bandwidth('max', '30', 'mbps')",1,1
Rose-Hulman Institute of Technology,Rose-Hulman Institute of Technology,The individual will have a 4 Mbps bandwidth rate limit,Guests' network is rate-limited to 5 Mb/s per user,"define intent uniIntent: for endpoint('hosts') set bandwidth('max', '4', 'mbps')","define intent uniIntent: for group('hosts') set bandwidth('max', '5', 'mbps')",0,1
Rose-Hulman Institute of Technology,Missouri State University,The individual will have a 4 Mbps bandwidth rate limit,The ResNet cap is currently 200 gigabytes per each 7 day period of combined incoming and outgoing traffic,"define intent uniIntent: for endpoint('hosts') set bandwidth('max', '4', 'mbps')","define intent uniIntent: for endpoint('dorms') set quota('200','gb/wk') ",0,0
University of Illinois - Chicago,University of Illinois - Urbana Champaign,"You may not run FTP, telnet, peer-to-peer, HTTP, IRC, DNS and mail server on your ResNet or UIC wireless",FTP and SFTP traffic is allowed for all students,"define intent uniIntent: for endpoint('dorms'), endpoint('dorms') block protocol('ftp'), protocol('telnet'), traffic('peer2peer'), protocol('http'), service('irc'), traffic('dns'), service(email)","define intent uniIntent: for group('students') allow protocol('ftp'), protocol('sftp')",1,1
University of Illinois - Chicago,Cornell University,"You may not run FTP, telnet, peer-to-peer, HTTP, IRC, DNS and mail server on your ResNet or UIC wireless",Students have 200 GB of Free monthly usage,"define intent uniIntent: for endpoint('dorms'), endpoint('dorms') block protocol('ftp'), protocol('telnet'), traffic('peer2peer'), protocol('http'), service('irc'), traffic('dns'), service(email)","define intent uniIntent: for group('students') set quota('200', 'gb/mth')",0,0
University of Illinois - Chicago,University of Texas - Austin,"You may not run FTP, telnet, peer-to-peer, HTTP, IRC, DNS and mail server on your ResNet or UIC wireless",Faculty members have 500 Gb per week of free network use,"define intent uniIntent: for endpoint('dorms'), endpoint('dorms') block protocol('ftp'), protocol('telnet'), traffic('peer2peer'), protocol('http'), service('irc'), traffic('dns'), service(email)","define intent uniIntent: for group('staff') set quota('500', 'gb/wk')",0,0
