university,sentence text,hypothesis text,sentence nile,hypothesis nile,type,conflict,features,prediction
University of Illinois - Urbana Champaign,HTTP and HTTPS are allowed by the University firewall,"MSN audio and video communications are not allowed by the University firewall, but the MSN chat, application sharing and file transferring are not blocked","define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('HTTP'), protocol('HTTPS')","define intent uniIntent: for endpoint('university') add middlebox('firewall') block service('MSN video'), service('MSN audio') allow service('MSN chat'), service('MSN application sharing'), service('file transfer')",negation,0,"[2, 1, 1440.0, 1, 1, 0, 0, 1.0, 2, 0, 5, 0, 0, 0, 0, 0, 2, 1.0, 2]",0
University of Illinois - Urbana Champaign,HTTP and HTTPS are allowed by the University firewall,Net2Phone is allowed by the University firewall,"define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('HTTP'), protocol('HTTPS')",define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('Net2Phone'),negation,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0, 1, 0, 0, 0, 0, 0, 2, 1.0, 2]",0
University of Illinois - Urbana Champaign,HTTP and HTTPS are allowed by the University firewall,PC-Telephone is allowed by the University firewall,"define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('HTTP'), protocol('HTTPS')",define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('PC Telephone'),negation,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0, 1, 0, 0, 0, 0, 0, 2, 1.0, 2]",0
University of Illinois - Urbana Champaign,HTTP and HTTPS are allowed by the University firewall,POP3 and secure POP are allowed by the University firewall,"define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('HTTP'), protocol('HTTPS')","define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('POP3'), protocol('secure POP')",negation,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0, 0, 0, 0, 0, 0, 1.9842819237262252, 4, 1.0, 2]",0
University of Illinois - Urbana Champaign,HTTP and HTTPS are allowed by the University firewall,SMTP is allowed by the University firewall,"define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('HTTP'), protocol('HTTPS')",define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('SMTP'),negation,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0, 0, 0, 0, 0, 0, 1.168158214966335, 3, 1.0, 2]",0
University of Illinois - Urbana Champaign,HTTP and HTTPS are allowed by the University firewall,Sony Playstation 2 is allowed by the University firewall,"define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('HTTP'), protocol('HTTPS')",define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('Sony Playstation 2'),negation,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0, 1, 0, 0, 0, 0, 0, 2, 1.0, 2]",0
University of Illinois - Urbana Champaign,HTTP and HTTPS are allowed by the University firewall,SSH is allowed by the University firewall,"define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('HTTP'), protocol('HTTPS')",define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('SSH'),negation,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0, 0, 0, 0, 0, 0, 1.394529631103091, 3, 1.0, 2]",0
University of Illinois - Urbana Champaign,HTTP and HTTPS are allowed by the University firewall,Telnet is allowed by the University firewall,"define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('HTTP'), protocol('HTTPS')",define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('Telnet'),negation,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0, 0, 0, 0, 0, 0, 1.1115792252035055, 3, 1.0, 2]",0
University of Illinois - Urbana Champaign,HTTP and HTTPS are allowed by the University firewall,Sorenson Videophone 200 is allowed by the University firewall,"define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('HTTP'), protocol('HTTPS')",define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('Sorenson Videophone 200'),path,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0, 1, 0, 0, 0, 0, 0, 2, 1.0, 2]",0
University of Illinois - Urbana Champaign,HTTP and HTTPS are allowed by the University firewall,FTP and SFTP servers are allowed by the University firewall,"define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('HTTP'), protocol('HTTPS')","define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('ftp'), protocol('sftp')",negation,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0, 0, 0, 0, 0, 0, 1.2055543593691693, 4, 1.0, 2]",0
University of Illinois - Urbana Champaign,IMAP and secure IMAP are allowed by the University firewall,"MSN audio and video communications are not allowed by the University firewall, but the MSN chat, application sharing and file transferring are not blocked","define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('IMAP'), protocol('secure IMAP')","define intent uniIntent: for endpoint('university') add middlebox('firewall') block service('MSN video'), service('MSN audio') allow service('MSN chat'), service('MSN application sharing'), service('file transfer')",negation,0,"[2, 1, 1440.0, 1, 1, 0, 0, 1.0, 2, 0, 5, 0, 0, 0, 0, 0, 2, 1.0, 2]",0
University of Illinois - Urbana Champaign,IMAP and secure IMAP are allowed by the University firewall,Net2Phone is allowed by the University firewall,"define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('IMAP'), protocol('secure IMAP')",define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('Net2Phone'),negation,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0, 1, 0, 0, 0, 0, 0, 2, 1.0, 2]",0
University of Illinois - Urbana Champaign,IMAP and secure IMAP are allowed by the University firewall,PC-Telephone is allowed by the University firewall,"define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('IMAP'), protocol('secure IMAP')",define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('PC Telephone'),negation,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0, 1, 0, 0, 0, 0, 0, 2, 1.0, 2]",0
University of Illinois - Urbana Champaign,IMAP and secure IMAP are allowed by the University firewall,POP3 and secure POP are allowed by the University firewall,"define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('IMAP'), protocol('secure IMAP')","define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('POP3'), protocol('secure POP')",negation,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0, 0, 0, 0, 0, 0, 2.468746329494646, 4, 1.0, 2]",0
University of Illinois - Urbana Champaign,IMAP and secure IMAP are allowed by the University firewall,SMTP is allowed by the University firewall,"define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('IMAP'), protocol('secure IMAP')",define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('SMTP'),negation,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0, 0, 0, 0, 0, 0, 0.9792976166672882, 3, 1.0, 2]",0
University of Illinois - Urbana Champaign,IMAP and secure IMAP are allowed by the University firewall,Sony Playstation 2 is allowed by the University firewall,"define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('IMAP'), protocol('secure IMAP')",define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('Sony Playstation 2'),negation,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0, 1, 0, 0, 0, 0, 0, 2, 1.0, 2]",0
University of Illinois - Urbana Champaign,IMAP and secure IMAP are allowed by the University firewall,SSH is allowed by the University firewall,"define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('IMAP'), protocol('secure IMAP')",define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('SSH'),negation,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0, 0, 0, 0, 0, 0, 1.1802015918304083, 3, 1.0, 2]",0
University of Illinois - Urbana Champaign,IMAP and secure IMAP are allowed by the University firewall,Telnet is allowed by the University firewall,"define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('IMAP'), protocol('secure IMAP')",define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('Telnet'),negation,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0, 0, 0, 0, 0, 0, 0.9495431326027937, 3, 1.0, 2]",0
University of Illinois - Urbana Champaign,IMAP and secure IMAP are allowed by the University firewall,Sorenson Videophone 200 is allowed by the University firewall,"define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('IMAP'), protocol('secure IMAP')",define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('Sorenson Videophone 200'),negation,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0, 1, 0, 0, 0, 0, 0, 2, 1.0, 2]",0
University of Illinois - Urbana Champaign,IMAP and secure IMAP are allowed by the University firewall,FTP and SFTP servers are allowed by the University firewall,"define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('IMAP'), protocol('secure IMAP')","define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('ftp'), protocol('sftp')",negation,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0, 0, 0, 0, 0, 0, 1.2648995459608496, 4, 1.0, 2]",0
University of Illinois - Urbana Champaign,"MSN audio and video communications are not allowed by the University firewall, but the MSN chat, application sharing and file transferring are not blocked",Net2Phone is allowed by the University firewall,"define intent uniIntent: for endpoint('university') add middlebox('firewall') block service('MSN video'), service('MSN audio') allow service('MSN chat'), service('MSN application sharing'), service('file transfer')",define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('Net2Phone'),negation,0,"[2, 1, 1440.0, 1, 1, 0, 0, 1.0, 2, 1.8753491685414465, 6, 0, 0, 0, 0, 0, 0, 1.0, 2]",0
University of Illinois - Urbana Champaign,"MSN audio and video communications are not allowed by the University firewall, but the MSN chat, application sharing and file transferring are not blocked",PC-Telephone is allowed by the University firewall,"define intent uniIntent: for endpoint('university') add middlebox('firewall') block service('MSN video'), service('MSN audio') allow service('MSN chat'), service('MSN application sharing'), service('file transfer')",define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('PC Telephone'),negation,0,"[2, 1, 1440.0, 1, 1, 0, 0, 1.0, 2, 3.068881465484221, 6, 0, 0, 0, 0, 0, 0, 1.0, 2]",0
University of Illinois - Urbana Champaign,"MSN audio and video communications are not allowed by the University firewall, but the MSN chat, application sharing and file transferring are not blocked",POP3 and secure POP are allowed by the University firewall,"define intent uniIntent: for endpoint('university') add middlebox('firewall') block service('MSN video'), service('MSN audio') allow service('MSN chat'), service('MSN application sharing'), service('file transfer')","define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('POP3'), protocol('secure POP')",negation,0,"[2, 1, 1440.0, 1, 1, 0, 0, 1.0, 2, 0, 5, 0, 0, 0, 0, 0, 2, 1.0, 2]",0
University of Illinois - Urbana Champaign,"MSN audio and video communications are not allowed by the University firewall, but the MSN chat, application sharing and file transferring are not blocked",SMTP is allowed by the University firewall,"define intent uniIntent: for endpoint('university') add middlebox('firewall') block service('MSN video'), service('MSN audio') allow service('MSN chat'), service('MSN application sharing'), service('file transfer')",define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('SMTP'),negation,0,"[2, 1, 1440.0, 1, 1, 0, 0, 1.0, 2, 0, 5, 0, 0, 0, 0, 0, 1, 1.0, 2]",0
University of Illinois - Urbana Champaign,"MSN audio and video communications are not allowed by the University firewall, but the MSN chat, application sharing and file transferring are not blocked",Sony Playstation 2 is allowed by the University firewall,"define intent uniIntent: for endpoint('university') add middlebox('firewall') block service('MSN video'), service('MSN audio') allow service('MSN chat'), service('MSN application sharing'), service('file transfer')",define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('Sony Playstation 2'),negation,0,"[2, 1, 1440.0, 1, 1, 0, 0, 1.0, 2, 2.569508593143121, 6, 0, 0, 0, 0, 0, 0, 1.0, 2]",0
University of Illinois - Urbana Champaign,"MSN audio and video communications are not allowed by the University firewall, but the MSN chat, application sharing and file transferring are not blocked",SSH is allowed by the University firewall,"define intent uniIntent: for endpoint('university') add middlebox('firewall') block service('MSN video'), service('MSN audio') allow service('MSN chat'), service('MSN application sharing'), service('file transfer')",define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('SSH'),negation,0,"[2, 1, 1440.0, 1, 1, 0, 0, 1.0, 2, 0, 5, 0, 0, 0, 0, 0, 1, 1.0, 2]",0
University of Illinois - Urbana Champaign,"MSN audio and video communications are not allowed by the University firewall, but the MSN chat, application sharing and file transferring are not blocked",Telnet is allowed by the University firewall,"define intent uniIntent: for endpoint('university') add middlebox('firewall') block service('MSN video'), service('MSN audio') allow service('MSN chat'), service('MSN application sharing'), service('file transfer')",define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('Telnet'),negation,0,"[2, 1, 1440.0, 1, 1, 0, 0, 1.0, 2, 0, 5, 0, 0, 0, 0, 0, 1, 1.0, 2]",0
University of Illinois - Urbana Champaign,"MSN audio and video communications are not allowed by the University firewall, but the MSN chat, application sharing and file transferring are not blocked",Sorenson Videophone 200 is allowed by the University firewall,"define intent uniIntent: for endpoint('university') add middlebox('firewall') block service('MSN video'), service('MSN audio') allow service('MSN chat'), service('MSN application sharing'), service('file transfer')",define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('Sorenson Videophone 200'),negation,0,"[2, 1, 1440.0, 1, 1, 0, 0, 1.0, 2, 2.424773966083835, 6, 0, 0, 0, 0, 0, 0, 1.0, 2]",0
University of Illinois - Urbana Champaign,"MSN audio and video communications are not allowed by the University firewall, but the MSN chat, application sharing and file transferring are not blocked",FTP and SFTP servers are allowed by the University firewall,"define intent uniIntent: for endpoint('university') add middlebox('firewall') block service('MSN video'), service('MSN audio') allow service('MSN chat'), service('MSN application sharing'), service('file transfer')","define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('ftp'), protocol('sftp')",negation,0,"[2, 1, 1440.0, 1, 1, 0, 1, 1.0, 2, 0, 5, 0, 0, 0, 0, 0, 2, 1.0, 2]",0
University of Illinois - Urbana Champaign,Net2Phone is allowed by the University firewall,PC-Telephone is allowed by the University firewall,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('Net2Phone'),define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('PC Telephone'),negation,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0.44220840990872046, 2, 0, 0, 0, 0, 0, 0, 1.0, 2]",0
University of Illinois - Urbana Champaign,Net2Phone is allowed by the University firewall,POP3 and secure POP are allowed by the University firewall,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('Net2Phone'),"define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('POP3'), protocol('secure POP')",negation,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0, 1, 0, 0, 0, 0, 0, 2, 1.0, 2]",0
University of Illinois - Urbana Champaign,Net2Phone is allowed by the University firewall,SMTP is allowed by the University firewall,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('Net2Phone'),define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('SMTP'),negation,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0, 1, 0, 0, 0, 0, 0, 1, 1.0, 2]",0
University of Illinois - Urbana Champaign,Net2Phone is allowed by the University firewall,Sony Playstation 2 is allowed by the University firewall,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('Net2Phone'),define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('Sony Playstation 2'),negation,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0.3910521704201683, 2, 0, 0, 0, 0, 0, 0, 1.0, 2]",0
University of Illinois - Urbana Champaign,Net2Phone is allowed by the University firewall,SSH is allowed by the University firewall,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('Net2Phone'),define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('SSH'),negation,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0, 1, 0, 0, 0, 0, 0, 1, 1.0, 2]",0
University of Illinois - Urbana Champaign,Net2Phone is allowed by the University firewall,Telnet is allowed by the University firewall,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('Net2Phone'),define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('Telnet'),negation,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0, 1, 0, 0, 0, 0, 0, 1, 1.0, 2]",0
University of Illinois - Urbana Champaign,Net2Phone is allowed by the University firewall,Sorenson Videophone 200 is allowed by the University firewall,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('Net2Phone'),define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('Sorenson Videophone 200'),negation,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0.36869533338815874, 2, 0, 0, 0, 0, 0, 0, 1.0, 2]",0
University of Illinois - Urbana Champaign,Net2Phone is allowed by the University firewall,FTP and SFTP servers are allowed by the University firewall,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('Net2Phone'),"define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('ftp'), protocol('sftp')",negation,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0, 1, 0, 0, 0, 0, 0, 2, 1.0, 2]",0
University of Illinois - Urbana Champaign,PC-Telephone is allowed by the University firewall,POP3 and secure POP are allowed by the University firewall,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('PC Telephone'),"define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('POP3'), protocol('secure POP')",negation,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0, 1, 0, 0, 0, 0, 0, 2, 1.0, 2]",0
University of Illinois - Urbana Champaign,PC-Telephone is allowed by the University firewall,SMTP is allowed by the University firewall,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('PC Telephone'),define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('SMTP'),negation,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0, 1, 0, 0, 0, 0, 0, 1, 1.0, 2]",0
University of Illinois - Urbana Champaign,PC-Telephone is allowed by the University firewall,Sony Playstation 2 is allowed by the University firewall,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('PC Telephone'),define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('Sony Playstation 2'),negation,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0.7025733718511806, 2, 0, 0, 0, 0, 0, 0, 1.0, 2]",0
University of Illinois - Urbana Champaign,PC-Telephone is allowed by the University firewall,SSH is allowed by the University firewall,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('PC Telephone'),define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('SSH'),negation,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0, 1, 0, 0, 0, 0, 0, 1, 1.0, 2]",0
University of Illinois - Urbana Champaign,PC-Telephone is allowed by the University firewall,Telnet is allowed by the University firewall,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('PC Telephone'),define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('Telnet'),negation,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0, 1, 0, 0, 0, 0, 0, 1, 1.0, 2]",0
University of Illinois - Urbana Champaign,PC-Telephone is allowed by the University firewall,Sorenson Videophone 200 is allowed by the University firewall,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('PC Telephone'),define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('Sorenson Videophone 200'),negation,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0.6885291580539622, 2, 0, 0, 0, 0, 0, 0, 1.0, 2]",0
University of Illinois - Urbana Champaign,PC-Telephone is allowed by the University firewall,FTP and SFTP servers are allowed by the University firewall,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('PC Telephone'),"define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('ftp'), protocol('sftp')",negation,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0, 1, 0, 0, 0, 0, 0, 2, 1.0, 2]",0
University of Illinois - Urbana Champaign,POP3 and secure POP are allowed by the University firewall,SMTP is allowed by the University firewall,"define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('POP3'), protocol('secure POP')",define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('SMTP'),negation,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0, 0, 0, 0, 0, 0, 1.1164477256896306, 3, 1.0, 2]",0
University of Illinois - Urbana Champaign,POP3 and secure POP are allowed by the University firewall,Sony Playstation 2 is allowed by the University firewall,"define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('POP3'), protocol('secure POP')",define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('Sony Playstation 2'),negation,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0, 1, 0, 0, 0, 0, 0, 2, 1.0, 2]",0
University of Illinois - Urbana Champaign,POP3 and secure POP are allowed by the University firewall,SSH is allowed by the University firewall,"define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('POP3'), protocol('secure POP')",define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('SSH'),negation,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0, 0, 0, 0, 0, 0, 1.0908288553005532, 3, 1.0, 2]",0
University of Illinois - Urbana Champaign,POP3 and secure POP are allowed by the University firewall,Telnet is allowed by the University firewall,"define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('POP3'), protocol('secure POP')",define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('Telnet'),negation,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0, 0, 0, 0, 0, 0, 1.0234546813159964, 3, 1.0, 2]",0
University of Illinois - Urbana Champaign,POP3 and secure POP are allowed by the University firewall,Sorenson Videophone 200 is allowed by the University firewall,"define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('POP3'), protocol('secure POP')",define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('Sorenson Videophone 200'),negation,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0, 1, 0, 0, 0, 0, 0, 2, 1.0, 2]",0
University of Illinois - Urbana Champaign,POP3 and secure POP are allowed by the University firewall,FTP and SFTP servers are allowed by the University firewall,"define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('POP3'), protocol('secure POP')","define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('ftp'), protocol('sftp')",negation,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0, 0, 0, 0, 0, 0, 1.4659755054703698, 4, 1.0, 2]",0
University of Illinois - Urbana Champaign,SMTP is allowed by the University firewall,Sony Playstation 2 is allowed by the University firewall,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('SMTP'),define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('Sony Playstation 2'),negation,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0, 1, 0, 0, 0, 0, 0, 1, 1.0, 2]",0
University of Illinois - Urbana Champaign,SMTP is allowed by the University firewall,SSH is allowed by the University firewall,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('SMTP'),define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('SSH'),negation,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0, 0, 0, 0, 0, 0, 0.6025449770513897, 2, 1.0, 2]",0
University of Illinois - Urbana Champaign,SMTP is allowed by the University firewall,Telnet is allowed by the University firewall,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('SMTP'),define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('Telnet'),negation,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0, 0, 0, 0, 0, 0, 0.7281767077121232, 2, 1.0, 2]",0
University of Illinois - Urbana Champaign,SMTP is allowed by the University firewall,Sorenson Videophone 200 is allowed by the University firewall,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('SMTP'),define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('Sorenson Videophone 200'),negation,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0, 1, 0, 0, 0, 0, 0, 1, 1.0, 2]",0
University of Illinois - Urbana Champaign,SMTP is allowed by the University firewall,FTP and SFTP servers are allowed by the University firewall,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('SMTP'),"define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('ftp'), protocol('sftp')",negation,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0, 0, 0, 0, 0, 0, 0.8756543704008333, 3, 1.0, 2]",0
University of Illinois - Urbana Champaign,Sony Playstation 2 is allowed by the University firewall,SSH is allowed by the University firewall,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('Sony Playstation 2'),define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('SSH'),negation,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0, 1, 0, 0, 0, 0, 0, 1, 1.0, 2]",0
University of Illinois - Urbana Champaign,Sony Playstation 2 is allowed by the University firewall,Telnet is allowed by the University firewall,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('Sony Playstation 2'),define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('Telnet'),negation,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0, 1, 0, 0, 0, 0, 0, 1, 1.0, 2]",0
University of Illinois - Urbana Champaign,Sony Playstation 2 is allowed by the University firewall,Sorenson Videophone 200 is allowed by the University firewall,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('Sony Playstation 2'),define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('Sorenson Videophone 200'),negation,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0.7638145209460797, 2, 0, 0, 0, 0, 0, 0, 1.0, 2]",0
University of Illinois - Urbana Champaign,Sony Playstation 2 is allowed by the University firewall,FTP and SFTP servers are allowed by the University firewall,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('Sony Playstation 2'),"define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('ftp'), protocol('sftp')",negation,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0, 1, 0, 0, 0, 0, 0, 2, 1.0, 2]",0
University of Illinois - Urbana Champaign,SSH is allowed by the University firewall,Telnet is allowed by the University firewall,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('SSH'),define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('Telnet'),negation,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0, 0, 0, 0, 0, 0, 0.6480109677526801, 2, 1.0, 2]",0
University of Illinois - Urbana Champaign,SSH is allowed by the University firewall,Sorenson Videophone 200 is allowed by the University firewall,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('SSH'),define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('Sorenson Videophone 200'),negation,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0, 1, 0, 0, 0, 0, 0, 1, 1.0, 2]",0
