repeat,feedback_round,text,recognized_entities,expected_entities,tp,fp,fn,recall,precision,f1_score
13,30,please limit bandwidth to 5 Gigabits per second for the server racks everyday from 4 PM  to 7PM,"@target,@qos_constraint,@qos_unit,@end,@qos_metric,@start,@qos_value,","@qos_constraint,@qos_metric,@qos_value,@qos_unit,@target,@start,@end,",7,0,0,1.0,1.0,1.0
13,31,SMTP is allowed by the University firewall,"@target,@middlebox,@operation,@protocol,","@protocol,@operation,@target,@middlebox,",4,0,0,1.0,1.0,1.0
13,32,Students have a quota of 5 GB per day The quota is reset at 6am,"@qos_constraint,@qos_unit,@qos_value,@target,","@target,@qos_constraint,@qos_value,@qos_unit,@hour,",4,0,1,0.8,1.0,0.888888888888889
13,33,From gateway to my network remove nat,"@destination,@origin,@middlebox,@operation,","@origin,@destination,@operation,@middlebox,",4,0,0,1.0,1.0,1.0
13,34,"hey Lumi, add dpi to labs","@destination,@middlebox,@operation,","@operation,@middlebox,@target,",2,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666
13,35,"RHIT-OPEN will work in labs, classrooms and residence halls but does not allow the user to access the internal Rose-Hulman network","@traffic,@operation,@target,","@origin,@operation,@target,@traffic,@destination,",3,0,2,0.6,1.0,0.7499999999999999
13,36,From my house to PUCRS add middlebox dpi,"@middlebox,@operation,@destination,@origin,","@origin,@destination,@operation,@middlebox,",4,0,0,1.0,1.0,1.0
13,37,Set users bandwidth to 500 kbps when the 100 Gb per month quota is reached,"@qos_constraint,@qos_unit,@qos_unit,@qos_metric,@operation,@qos_value,@qos_value,","@operation,@target,@qos_metric,@qos_value,@qos_unit,@qos_value,@qos_unit,@qos_metric,",4,1,1,0.8,0.8,0.8000000000000002
13,38,"Block all incoming HTTP traffic, allow only HTTPS for all hosts","@operation,@operation,@protocol,@protocol,@target,","@operation,@protocol,@operation,@protocol,@target,",3,0,0,1.0,1.0,1.0
13,39,block facebook,"@operation,@service,","@operation,@service,",2,0,0,1.0,1.0,1.0
13,40,Block streaming and gaming traffic in classrooms,"@traffic,@traffic,@traffic,@operation,@target,","@operation,@traffic,@traffic,@target,",3,0,0,1.0,1.0,1.0
13,41,add dpi to labs network,"@operation,@destination,@middlebox,","@operation,@middlebox,@destination,@target,",3,0,1,0.75,1.0,0.8571428571428571
13,42,Net2Phone is allowed by the University firewall,"@middlebox,@operation,@service,@target,","@service,@operation,@target,@middlebox,",4,0,0,1.0,1.0,1.0
13,43,Students have 200 GB of Free monthly usage,"@qos_value,@target,@qos_unit,","@target,@qos_value,@qos_unit,",3,0,0,1.0,1.0,1.0
13,44,limit the bandwidth in server racks to 5gbps between 4pm and 7pm,"@qos_value,@target,@qos_constraint,@qos_unit,@end,@start,@qos_metric,","@qos_constraint,@qos_metric,@target,@qos_value,@qos_unit,@start,@end,",7,0,0,1.0,1.0,1.0
13,45,Block traffic from netflix,"@operation,@target,","@operation,@target,",2,0,0,1.0,1.0,1.0
13,46,allow all traffic,"@traffic,@operation,","@operation,@traffic,",2,0,0,1.0,1.0,1.0
13,47,These network security changes include blocking traffic from the Internet into the UW network over FTP,"@operation,@operation,@protocol,@target,@origin,@traffic,","@operation,@origin,@destination,@protocol,",3,2,1,0.75,0.6,0.6666666666666665
13,48,"Elements of network security currently include the following four solutions: Network Border Infrastructure System, Intrusion Prevention System, Firewalls and Custom Unit Firewalls","@operation,@middlebox,@middlebox,@middlebox,@middlebox,","@target,@operation,@middlebox,@middlebox,@middlebox,@middlebox,",2,0,1,0.6666666666666666,1.0,0.8
13,49,"Please Lumi, block streaming traffic for students and set a 10 Mbps bandwidth limit","@target,@qos_unit,@qos_metric,@traffic,@operation,@operation,@qos_value,","@operation,@traffic,@target,@operation,@qos_value,@qos_unit,@qos_metric,",6,0,0,1.0,1.0,1.0
DATASET CASES TRAIN #,163
14,0,"Currently, the University of Illinois does not have any rate limits set in place","@qos_metric,@operation,@operation,@target,","@target,@operation,@qos_metric,",3,0,0,1.0,1.0,1.0
14,1,Set to 1 Gbps bandwidth limit for the traffic to DMZ,"@qos_unit,@qos_metric,@operation,@qos_value,@destination,@qos_constraint,","@operation,@qos_value,@qos_unit,@qos_metric,@qos_constraint,@destination,",6,0,0,1.0,1.0,1.0
14,2,Block F2movies traffic from Internet to student Labs,"@operation,@service,@destination,@origin,","@operation,@service,@origin,@destination,",4,0,0,1.0,1.0,1.0
14,3,Faculty members have 500 Gb per week of free network use,"@qos_value,@target,@qos_unit,","@target,@qos_value,@qos_unit,",3,0,0,1.0,1.0,1.0
14,4,set quota to 10 GB per week at servers,"@qos_metric,@operation,@qos_value,@target,@qos_unit,","@operation,@qos_metric,@qos_value,@qos_unit,@target,",5,0,0,1.0,1.0,1.0
14,5,"Lumi, set to 10 kbps the upload rate for faculty","@qos_metric,@operation,@qos_value,@target,@qos_unit,","@operation,@qos_value,@qos_unit,@qos_metric,@target,",5,0,0,1.0,1.0,1.0
14,6,"hey lumi, please allow traffic only from professors","@traffic,@operation,@target,","@operation,@traffic,@target,",3,0,0,1.0,1.0,1.0
14,7,forward traffic for labs through the dpi,"@middlebox,@traffic,@operation,@target,","@operation,@traffic,@target,@middlebox,",4,0,0,1.0,1.0,1.0
14,8,All traffic from the Internet to the Labs has to go to DPI server and then goes to the Labs,"@destination,@origin,@middlebox,@traffic,","@traffic,@origin,@destination,@middlebox,",4,0,0,1.0,1.0,1.0
14,9,Students cannot run file servers,"@operation,@service,@target,","@target,@operation,@service,",3,0,0,1.0,1.0,1.0
14,10,limit the bandwidth rate of the server racks to 5 gbps from 4pm to 7pm,"@qos_unit,@end,@start,@qos_metric,@qos_value,@target,@qos_constraint,","@qos_constraint,@qos_metric,@target,@qos_value,@qos_unit,@start,@end,",7,0,0,1.0,1.0,1.0
14,11,We provide a data plan quota for all staff of 10 GB per day,"@qos_unit,@qos_metric,@operation,@qos_value,@target,","@operation,@qos_metric,@target,@qos_value,@qos_unit,",5,0,0,1.0,1.0,1.0
14,12,"There is a 6 GB per 24-hour period upload or download data transfer limit starting at midnight of each day, on all of your combined traffic on ResNet and UIC wireless","@traffic,@operation,@protocol,@protocol,@qos_value,@qos_constraint,@qos_constraint,@qos_constraint,@qos_unit,@start,@qos_metric,","@qos_value,@qos_unit,@qos_constraint,@qos_constraint,@qos_metric,@start,@target,@target,",5,3,1,0.8333333333333334,0.625,0.7142857142857143
14,13,Add monitor for the university from 04:00 to 22:00,"@target,@end,@middlebox,@start,","@middlebox,@target,@start,@end,",4,0,0,1.0,1.0,1.0
14,14,Dismiss all middleboxes from UFRGS to PUCRS,"@destination,@origin,@middlebox,@operation,","@operation,@middlebox,@origin,@destination,",4,0,0,1.0,1.0,1.0
14,15,Everquest is blocked by the University firewall,"@operation,@service,@target,@middlebox,","@service,@operation,@target,@middlebox,",4,0,0,1.0,1.0,1.0
14,16,Grant SFTP access to all students from 08:00 to 17:00,"@start,@operation,@protocol,@target,@end,","@operation,@protocol,@target,@start,@end,",5,0,0,1.0,1.0,1.0
14,17,Block torrent traffic for all students,"@traffic,@operation,@target,","@operation,@traffic,@target,",3,0,0,1.0,1.0,1.0
14,18,ensure that all traffic from the Internet to the labs is carefully inspected by the Deep Packet Inspection middlebox,"@middlebox,@traffic,@destination,@origin,","@traffic,@origin,@destination,@middlebox,",4,0,0,1.0,1.0,1.0
14,19,Add inspection for the university from 22:00 to 12:00,"@end,@middlebox,@start,@operation,@target,","@operation,@middlebox,@target,@start,@end,",5,0,0,1.0,1.0,1.0
14,20,Do not let Staff members access any social media,"@target,@traffic,@operation,","@operation,@target,@traffic,",3,0,0,1.0,1.0,1.0
14,21,Limit rack servers to 5gbps during 5pm to 7pm,"@qos_unit,@end,@start,@qos_value,@qos_constraint,","@qos_constraint,@target,@qos_value,@qos_unit,@start,@end,",5,0,1,0.8333333333333334,1.0,0.9090909090909091
14,22,Guests cannot run any file sharing/downloading program,"@operation,@service,@target,","@target,@operation,@service,",3,0,0,1.0,1.0,1.0
14,23,HTTP and HTTPS are allowed by the University firewall,"@target,@middlebox,@operation,@protocol,@protocol,","@protocol,@protocol,@operation,@target,@middlebox,",4,0,0,1.0,1.0,1.0
14,24,The system will trigger an overuse notification if the average for either inbound or outbound usage exceeds 10 GB per week,"@middlebox,@qos_metric,@qos_metric,@qos_value,@target,@qos_unit,","@target,@middlebox,@qos_metric,@qos_metric,@qos_value,@qos_unit,",5,0,0,1.0,1.0,1.0
14,25,put a download quota for students of 10 gb per week,"@qos_unit,@qos_metric,@qos_value,@target,@qos_constraint,","@qos_constraint,@qos_metric,@target,@qos_value,@qos_unit,",5,0,0,1.0,1.0,1.0
14,26,Block streaming and gaming traffic in classrooms,"@traffic,@traffic,@traffic,@operation,","@operation,@traffic,@traffic,@target,",2,0,1,0.6666666666666666,1.0,0.8
14,27,"The network firewall does prevent some applications from working in their normal manner, for example, video and audio conferencing products that use the H.323","@middlebox,@operation,@service,@service,","@target,@operation,@service,",2,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666
14,28,Add inspection for the university from 10pm to 12pm,"@middlebox,@start,@operation,@target,@end,","@operation,@middlebox,@target,@start,@end,",5,0,0,1.0,1.0,1.0
14,29,"No individual service or system running on the wired/wireless network should use more than 10 gigabytes of per day, regardless of whether it is inbound or outbound over the commodity network link","@qos_unit,@qos_metric,@qos_value,@target,@qos_constraint,@qos_constraint,","@target,@qos_metric,@qos_value,@qos_unit,@qos_constraint,@qos_constraint,",5,0,0,1.0,1.0,1.0
14,30,The system passively monitors the network throughput when traffic is light,"@target,@middlebox,","@middlebox,@target,",2,0,0,1.0,1.0,1.0
14,31,Reduce the download rate for faculty members to 20 Mbps,"@qos_metric,@operation,@qos_value,@target,@qos_unit,","@operation,@qos_metric,@target,@qos_value,@qos_unit,",5,0,0,1.0,1.0,1.0
14,32,set torrent traffic from guests to 100 mbps,"@traffic,@operation,@qos_value,@target,@qos_unit,","@operation,@traffic,@target,@qos_value,@qos_unit,",5,0,0,1.0,1.0,1.0
14,33,Sorenson Videophone 200 is allowed by the University firewall,"@middlebox,@operation,@service,@target,","@service,@operation,@target,@middlebox,",4,0,0,1.0,1.0,1.0
14,34,"Lumi, please unblock all torrent traffic","@traffic,@operation,","@operation,@traffic,",2,0,0,1.0,1.0,1.0
14,35,"hey Lumi, add dpi to labs","@middlebox,@operation,@destination,","@operation,@middlebox,@target,",2,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666
14,36,Students can download up to 10 GB per week of data.,"@qos_unit,@qos_metric,@qos_value,@target,@qos_constraint,","@target,@qos_constraint,@qos_value,@qos_unit,@qos_metric,",5,0,0,1.0,1.0,1.0
14,37,add a firewall,"@middlebox,@operation,","@operation,@middlebox,",2,0,0,1.0,1.0,1.0
14,38,"Lumi, setup a TCP accelerator between LAN and video server","@operation,@destination,@origin,@middlebox,","@operation,@middlebox,@origin,@destination,",4,0,0,1.0,1.0,1.0
14,39,Routers or anything else that does routing or NAT are prohibited from MITNet as they interfere with the operation of the network,"@operation,@protocol,@target,","@protocol,@operation,@target,",3,0,0,1.0,1.0,1.0
14,40,Set 5gbps limit for servers during 4pm to 7pm,"@qos_value,@target,@qos_constraint,@qos_unit,@end,@start,@operation,","@operation,@qos_value,@qos_unit,@qos_constraint,@target,@start,@end,",7,0,0,1.0,1.0,1.0
14,41,Please allow social media for the HR department,"@traffic,@operation,@target,","@operation,@traffic,@target,",3,0,0,1.0,1.0,1.0
14,42,Internet is limited to 3 Mbps per host,"@qos_metric,@qos_value,@target,@qos_unit,","@qos_metric,@qos_value,@qos_unit,@target,",4,0,0,1.0,1.0,1.0
14,43,Students shall download no more than 1000000 megabytes per week,"@qos_metric,@qos_value,@qos_constraint,@qos_unit,","@group,@qos_constraint,@qos_metric,@qos_value,@qos_unit,",4,0,1,0.8,1.0,0.888888888888889
14,44,Between internet and servers limit traffic to 5Gbps start 16:00 finish 19:00,"@qos_constraint,@qos_unit,@end,@start,@traffic,@qos_value,@destination,@origin,","@origin,@destination,@qos_constraint,@traffic,@qos_value,@qos_unit,@start,@end,",8,0,0,1.0,1.0,1.0
14,45,CounterStrike server is blocked by the University firewall,"@operation,@service,@target,@middlebox,","@service,@operation,@target,@middlebox,",4,0,0,1.0,1.0,1.0
14,46,Prioritize Netflix traffic from 18:00 to midnight,"@end,@middlebox,@start,@service,","@middlebox,@service,@start,@end,",4,0,0,1.0,1.0,1.0
14,47,Quotas for students are 5000 Megabyte per hr download and 2000 Megabyte per hr upload,"@qos_value,@qos_value,@target,@qos_constraint,@qos_constraint,@qos_unit,@qos_metric,","@qos_metric,@target,@qos_value,@qos_unit,@qos_constraint,@qos_value,@qos_constraint,",5,0,0,1.0,1.0,1.0
14,48,Prioritize VoIP traffic on the meeting room 23 from 13:00 to 14:00,"@start,@traffic,@target,@end,@middlebox,","@middlebox,@traffic,@target,@start,@end,",5,0,0,1.0,1.0,1.0
14,49,unblock facebook traffic,"@operation,@service,","@operation,@service,",2,0,0,1.0,1.0,1.0
DATASET CASES TRAIN #,156
15,0,Lumi monitors the network traffic,"@target,@middlebox,","@middlebox,@target,",2,0,0,1.0,1.0,1.0
15,1,Students data limit is 100 GB per week,"@qos_value,@target,@qos_unit,@qos_metric,","@target,@qos_metric,@qos_value,@qos_unit,",4,0,0,1.0,1.0,1.0
15,2,Hey Lumi please block traffic for all students,"@traffic,@operation,@target,","@operation,@traffic,@target,",3,0,0,1.0,1.0,1.0
15,3,Grant SSH access to professors,"@operation,@protocol,@target,","@operation,@protocol,@target,",3,0,0,1.0,1.0,1.0
15,4,Dorms traffic to internet must pass through a firewall,"@middlebox,@operation,@destination,@origin,","@origin,@destination,@operation,@middlebox,",4,0,0,1.0,1.0,1.0
15,5,Dismiss all rate limits and quotas for all hosts,"@target,@qos_metric,@qos_metric,@operation,","@operation,@qos_metric,@qos_metric,@target,",3,0,0,1.0,1.0,1.0
15,6,Students shall download no more than 1000000 megabytes per week,"@qos_value,@qos_constraint,@qos_unit,@qos_metric,","@group,@qos_constraint,@qos_metric,@qos_value,@qos_unit,",4,0,1,0.8,1.0,0.888888888888889
15,7,Students can download up to 10 GB per week of data.,"@qos_metric,@qos_value,@target,@qos_constraint,@qos_unit,","@target,@qos_constraint,@qos_value,@qos_unit,@qos_metric,",5,0,0,1.0,1.0,1.0
15,8,Set 5gbps limit for servers during 4pm to 7pm,"@start,@operation,@qos_value,@target,@qos_constraint,@qos_unit,@end,","@operation,@qos_value,@qos_unit,@qos_constraint,@target,@start,@end,",7,0,0,1.0,1.0,1.0
15,9,Add intrusion detection and address translation for servers network,"@operation,@target,@middlebox,@middlebox,","@operation,@middlebox,@middlebox,@target,",3,0,0,1.0,1.0,1.0
15,10,Setup a packet filter for guests traffic,"@middlebox,@operation,@target,","@operation,@middlebox,@target,",3,0,0,1.0,1.0,1.0
15,11,Please allow social media for the HR department,"@traffic,@operation,@target,","@operation,@traffic,@target,",3,0,0,1.0,1.0,1.0
15,12,Limit students in the dorm to 10 GB per week,"@qos_value,@target,@target,@qos_constraint,@qos_unit,","@qos_constraint,@target,@target,@qos_value,@qos_unit,",4,0,0,1.0,1.0,1.0
15,13,block F2movies traffic for students in the labs,"@operation,@service,@target,@target,","@operation,@service,@target,@target,",3,0,0,1.0,1.0,1.0
15,14,Limit in 10 Mbps the download rate of dorms from internet,"@origin,@qos_constraint,@qos_unit,@qos_metric,@qos_value,","@qos_constraint,@qos_value,@qos_unit,@qos_metric,@destination,@origin,",5,0,1,0.8333333333333334,1.0,0.9090909090909091
15,15,"The network firewall does prevent some applications from working in their normal manner, for example, video and audio conferencing products that use the H.323","@service,@target,@operation,","@target,@operation,@service,",3,0,0,1.0,1.0,1.0
15,16,please remove DPI from DMZ starting at 6am until 9pm,"@operation,@target,@end,@middlebox,@start,","@operation,@middlebox,@target,@start,@end,",5,0,0,1.0,1.0,1.0
15,17,"Lumi, allow access to internal campus computers from the internet through SSH","@operation,@protocol,@origin,","@operation,@destination,@origin,@protocol,",3,0,1,0.75,1.0,0.8571428571428571
15,18,Grant SFTP access to all students from 08:00 to 17:00,"@end,@start,@operation,@protocol,@target,","@operation,@protocol,@target,@start,@end,",5,0,0,1.0,1.0,1.0
15,19,limit network usage of all students in the dorms to no more than 10 gb per seven days,"@qos_unit,@qos_metric,@qos_value,@target,@target,@qos_constraint,","@qos_constraint,@qos_metric,@target,@target,@qos_value,@qos_unit,",5,0,0,1.0,1.0,1.0
15,20,Add monitor for the university from 4am to 10pm,"@end,@middlebox,@start,@operation,@target,","@operation,@middlebox,@target,@start,@end,",5,0,0,1.0,1.0,1.0
15,21,Telnet is allowed by the University firewall,"@middlebox,@operation,@protocol,@target,","@protocol,@operation,@target,@middlebox,",4,0,0,1.0,1.0,1.0
15,22,Everquest is blocked by the University firewall,"@service,@target,@middlebox,@operation,","@service,@operation,@target,@middlebox,",4,0,0,1.0,1.0,1.0
15,23,unblock traffic,"@traffic,@operation,","@operation,@traffic,",2,0,0,1.0,1.0,1.0
15,24,make tcp traffic pass through traffic shaper from 5pm to 8pm,"@traffic,@operation,@protocol,@end,@middlebox,@start,","@protocol,@traffic,@operation,@middlebox,@start,@end,",6,0,0,1.0,1.0,1.0
15,25,Remove nat for gateway everyday from 18:00 to midnight,"@end,@middlebox,@start,@operation,@target,","@operation,@middlebox,@target,@start,@end,",5,0,0,1.0,1.0,1.0
15,26,Set users bandwidth to 500 kbps when the 100 Gb per month quota is reached,"@qos_unit,@qos_unit,@qos_metric,@qos_metric,@operation,@qos_value,@qos_value,@target,","@operation,@target,@qos_metric,@qos_value,@qos_unit,@qos_value,@qos_unit,@qos_metric,",5,0,0,1.0,1.0,1.0
15,27,block all traffic at Dorms location,"@traffic,@operation,@target,","@operation,@traffic,@target,",3,0,0,1.0,1.0,1.0
15,28,SSH is allowed by the University firewall,"@middlebox,@operation,@protocol,@target,","@protocol,@operation,@target,@middlebox,",4,0,0,1.0,1.0,1.0
15,29,block facebook,"@operation,@service,","@operation,@service,",2,0,0,1.0,1.0,1.0
15,30,set quota to 10 GB per week at LAN,"@operation,@qos_value,@target,@qos_unit,@qos_metric,","@operation,@qos_metric,@qos_value,@qos_unit,@target,",5,0,0,1.0,1.0,1.0
15,31,Block all traffic from HR to the backend servers,"@traffic,@operation,@destination,@origin,","@operation,@traffic,@origin,@destination,",4,0,0,1.0,1.0,1.0
15,32,Between internet and servers limit traffic to 5Gbps interval 4pm to 7pm,"@origin,@qos_constraint,@qos_unit,@end,@start,@traffic,@qos_value,@destination,","@origin,@destination,@qos_constraint,@traffic,@qos_value,@qos_unit,@start,@end,",8,0,0,1.0,1.0,1.0
15,33,Include parental control for PlayStation,"@middlebox,@operation,@target,","@operation,@middlebox,@target,",3,0,0,1.0,1.0,1.0
15,34,set a maximum of 5 gbps to the servers from 4pm to 7pm,"@destination,@qos_unit,@end,@start,@operation,@qos_value,","@operation,@qos_constraint,@qos_value,@qos_unit,@destination,@start,@end,",6,0,1,0.8571428571428571,1.0,0.923076923076923
15,35,"Lumi, block SIP traffic from 19:00 to 08:00 for dorms","@end,@start,@operation,@service,@target,","@operation,@protocol,@start,@end,@target,",4,1,1,0.8,0.8,0.8000000000000002
15,36,All network traffic passing in or out of Brown's network is monitored by intrusion detection system for signs of compromises,"@origin,@middlebox,@middlebox,","@target,@middlebox,",1,1,1,0.5,0.5,0.5
15,37,Routers or anything else that does routing or NAT are prohibited from MITNet as they interfere with the operation of the network,"@target,@operation,@protocol,","@protocol,@operation,@target,",3,0,0,1.0,1.0,1.0
15,38,Set quota to 10 GB per week at guest,"@operation,@qos_value,@target,@qos_unit,@qos_metric,","@operation,@qos_metric,@qos_value,@qos_unit,@target,",5,0,0,1.0,1.0,1.0
15,39,set quota to 10 GB per week at servers,"@qos_metric,@operation,@qos_value,@target,@qos_unit,","@operation,@qos_metric,@qos_value,@qos_unit,@target,",5,0,0,1.0,1.0,1.0
15,40,make sure all traffic to server racks is throttled to 1 gbps from 4pm to 9pm,"@destination,@qos_constraint,@qos_unit,@end,@start,@traffic,@qos_value,","@traffic,@destination,@qos_constraint,@qos_value,@qos_unit,@start,@end,",7,0,0,1.0,1.0,1.0
15,41,unblock facebook,"@operation,@service,","@operation,@service,",2,0,0,1.0,1.0,1.0
15,42,limit the bandwidth to 5Gb for rack servers from 4 pm until 7 pm,"@qos_constraint,@qos_unit,@end,@start,@qos_metric,@qos_value,","@qos_constraint,@qos_metric,@qos_value,@qos_unit,@target,@start,@end,",6,0,1,0.8571428571428571,1.0,0.923076923076923
15,43,"Lumi, please set to 1 GB per day the download limit for guests","@qos_value,@target,@qos_unit,@qos_metric,@operation,","@operation,@qos_value,@qos_unit,@qos_metric,@target,",5,0,0,1.0,1.0,1.0
15,44,From gateway to my network remove nat,"@middlebox,@operation,@destination,@origin,","@origin,@destination,@operation,@middlebox,",4,0,0,1.0,1.0,1.0
15,45,IMAP and secure IMAP are allowed by the University firewall,"@middlebox,@operation,@protocol,@protocol,@target,","@protocol,@protocol,@operation,@target,@middlebox,",4,0,0,1.0,1.0,1.0
15,46,forward traffic for labs through the dpi,"@middlebox,@traffic,@operation,@target,","@operation,@traffic,@target,@middlebox,",4,0,0,1.0,1.0,1.0
15,47,All traffic from the Internet to the Labs has to go to DPI server and then goes to the Labs,"@traffic,@destination,@origin,","@traffic,@origin,@destination,@middlebox,",3,0,1,0.75,1.0,0.8571428571428571
15,48,Dismiss all middleboxes from UFRGS to PUCRS,"@middlebox,@operation,@destination,@origin,","@operation,@middlebox,@origin,@destination,",4,0,0,1.0,1.0,1.0
15,49,AIM chat and file transfering is allowed by the University firewall,"@middlebox,@operation,@service,@service,@target,","@service,@service,@operation,@target,@middlebox,",4,0,0,1.0,1.0,1.0
DATASET CASES TRAIN #,158
16,0,Set users bandwidth to 500 kbps when the 100 Gb per month quota is reached,"@target,@qos_unit,@qos_unit,@qos_metric,@qos_metric,@operation,@qos_value,@qos_value,","@operation,@target,@qos_metric,@qos_value,@qos_unit,@qos_value,@qos_unit,@qos_metric,",5,0,0,1.0,1.0,1.0
16,1,Grant SSH access to professors,"@target,@operation,@protocol,","@operation,@protocol,@target,",3,0,0,1.0,1.0,1.0
16,2,"Hey Lumi, add DPI to the labs network","@middlebox,@operation,@target,","@operation,@middlebox,@target,",3,0,0,1.0,1.0,1.0
16,3,inspect all internet traffic,"@operation,@origin,","@middlebox,@traffic,@target,",0,2,3,0.0,0.0,0.0
16,4,set torrent traffic from guests to 100 mbps,"@qos_unit,@traffic,@operation,@qos_value,@target,","@operation,@traffic,@target,@qos_value,@qos_unit,",5,0,0,1.0,1.0,1.0
16,5,"The network firewall does prevent some applications from working in their normal manner, for example, video and audio conferencing products that use the H.323","@operation,@service,@target,","@target,@operation,@service,",3,0,0,1.0,1.0,1.0
16,6,Add intrusion detection and address translation for servers network,"@middlebox,@middlebox,@operation,@target,","@operation,@middlebox,@middlebox,@target,",3,0,0,1.0,1.0,1.0
16,7,I want the torrent traffic from guest users to be no more than 100 mbps,"@traffic,@protocol,@qos_value,@target,@qos_unit,","@traffic,@target,@qos_metric,@qos_value,@qos_unit,",4,1,1,0.8,0.8,0.8000000000000002
16,8,"When a total of 18 gigabytes of data is reached, the individual's bandwidth rate limit is set to 2 Mbps","@qos_metric,@qos_metric,@operation,@qos_value,@qos_value,@target,@qos_unit,@qos_unit,","@qos_value,@qos_unit,@qos_metric,@target,@qos_metric,@operation,@qos_value,@qos_unit,",5,0,0,1.0,1.0,1.0
16,9,At endpoint Dorms set quota to 10 GB per week,"@qos_metric,@operation,@qos_value,@target,@qos_unit,","@target,@operation,@qos_metric,@qos_value,@qos_unit,",5,0,0,1.0,1.0,1.0
16,10,"CIS restricts traffic that is known to cause damage to the network or hosts on it, such as NETBIOS","@operation,@service,@target,","@operation,@target,@service,",3,0,0,1.0,1.0,1.0
16,11,FTP and SFTP servers are allowed by the University firewall,"@operation,@protocol,@protocol,@target,@middlebox,","@protocol,@protocol,@operation,@target,@middlebox,",4,0,0,1.0,1.0,1.0
16,12,Students data limit is 100 GB per week,"@qos_value,@target,@qos_constraint,@qos_unit,","@target,@qos_metric,@qos_value,@qos_unit,",3,1,1,0.75,0.75,0.75
16,13,"No individual service or system running on the wired/wireless network should use more than 10 gigabytes of per day, regardless of whether it is inbound or outbound over the commodity network link","@qos_value,@target,@qos_constraint,@qos_constraint,@qos_unit,@qos_metric,","@target,@qos_metric,@qos_value,@qos_unit,@qos_constraint,@qos_constraint,",5,0,0,1.0,1.0,1.0
16,14,From university to internet add firewall,"@destination,@origin,@middlebox,@operation,","@origin,@destination,@operation,@middlebox,",4,0,0,1.0,1.0,1.0
16,15,Block streaming traffic on UFRGS,"@traffic,@operation,@target,","@operation,@traffic,@target,",3,0,0,1.0,1.0,1.0
16,16,From dorms to internet add nat,"@destination,@origin,@middlebox,@operation,","@origin,@destination,@operation,@middlebox,",4,0,0,1.0,1.0,1.0
16,17,Students can download up to 10 GB per week of data.,"@target,@qos_constraint,@qos_unit,@qos_metric,@qos_value,","@target,@qos_constraint,@qos_value,@qos_unit,@qos_metric,",5,0,0,1.0,1.0,1.0
16,18,The UC Davis network is continually scanned for prohibited activities and network threats.,"@qos_metric,@service,@destination,","@target,@middlebox,",0,3,2,0.0,0.0,0.0
16,19,Limit servers to 5gbps during 5pm to 7pm,"@end,@start,@qos_value,@qos_constraint,@qos_unit,","@qos_constraint,@target,@qos_value,@qos_unit,@start,@end,",5,0,1,0.8333333333333334,1.0,0.9090909090909091
16,20,ACT/IT Infrastructure monitors traffic on the network for the purpose of maintaining proper network function,"@target,@middlebox,","@middlebox,@target,",2,0,0,1.0,1.0,1.0
16,21,"please lumi, define dorms quota to 10 gb per week","@qos_value,@qos_unit,@qos_metric,@operation,","@operation,@target,@qos_metric,@qos_value,@qos_unit,",4,0,1,0.8,1.0,0.888888888888889
16,22,torrent traffic must be allowed for guest but limited to 100 mbps,"@traffic,@operation,@qos_value,@target,@qos_constraint,@qos_unit,","@traffic,@operation,@target,@qos_constraint,@qos_value,@qos_unit,",6,0,0,1.0,1.0,1.0
16,23,Add DPI middlebox into all traffic from Internet to the Labs,"@destination,@origin,@middlebox,@traffic,@operation,","@operation,@middlebox,@traffic,@origin,@destination,",5,0,0,1.0,1.0,1.0
16,24,"Lumi, setup a TCP accelerator between LAN and video server","@middlebox,@operation,@destination,@origin,","@operation,@middlebox,@origin,@destination,",4,0,0,1.0,1.0,1.0
16,25,social media traffic must not be blocked,"@operation,@traffic,","@traffic,@operation,",2,0,0,1.0,1.0,1.0
16,26,These network security changes include blocking traffic from the Internet into the UW network over FTP,"@operation,@protocol,@origin,","@operation,@origin,@destination,@protocol,",3,0,1,0.75,1.0,0.8571428571428571
16,27,"Please, block netflix traffic on PUC","@operation,@service,@target,","@operation,@service,@target,",3,0,0,1.0,1.0,1.0
16,28,From internet to Labs add DPI,"@operation,@destination,@origin,@middlebox,","@origin,@destination,@operation,@middlebox,",4,0,0,1.0,1.0,1.0
16,29,Set quota to 10 GB per week dorms,"@qos_metric,@operation,@qos_value,@qos_unit,","@operation,@qos_metric,@qos_value,@qos_unit,@target,",4,0,1,0.8,1.0,0.888888888888889
16,30,block all student traffic in the network,"@traffic,@operation,@target,","@operation,@target,@traffic,@target,",3,0,0,1.0,1.0,1.0
16,31,set a maximum of 5 gbps to the servers from 4pm to 7pm,"@start,@operation,@qos_value,@destination,@qos_constraint,@qos_unit,@end,","@operation,@qos_constraint,@qos_value,@qos_unit,@destination,@start,@end,",7,0,0,1.0,1.0,1.0
16,32,We provide a quota to all students of 1 GB per week of usage,"@qos_metric,@operation,@qos_value,@target,@qos_unit,","@operation,@qos_metric,@target,@qos_value,@qos_unit,",5,0,0,1.0,1.0,1.0
